,meal,input,x_5,x_8
0,0.0,0.0,1.50814692193209,120.0
1,0.0,0.0049025843992718775,1.4730802016626552,120.0
2,0.04838709677419355,0.014266993286578716,1.4388288362187829,120.0
3,0.04838709677419355,0.004462410514246649,1.4053738673549785,120.00000000625764
4,0.04838709677419355,0.0,1.3726967776339214,120.00000004198989
5,0.04838709677419355,0.007397668983030326,1.3407794801770023,120.00000094531995
6,0.04838709677419355,0.006467975492066564,1.309604308653175,120.00000481993644
7,0.0,0.006426644795076111,1.2791540075005825,120.00001523879008
8,0.0,0.004873558673938301,1.2494117223755465,120.00003727711965
9,0.0,0.0,1.2203609908236315,120.00007743222909
10,0.0,0.0006618173761479217,1.2692210851226267,120.00014268843944
11,0.0,0.004048647094276096,1.4644720764870247,120.00023989182199
12,0.0,0.004954323230794909,1.5007217123248315,120.00037534209689
13,0.0,0.0,1.4658276395239245,120.00055451801322
14,0.0,0.0052079946561138825,1.5482878407165601,120.0007819271816
15,0.0,0.0,1.6141843179030688,120.0010610572223
16,0.0,0.0,1.6778974771950699,120.00139437661001
17,0.11290322580645161,0.0018743241468698593,1.715661877606847,120.00178337042507
18,0.11290322580645161,0.003091767386276002,1.6757701175508055,120.00222859760336
19,0.11290322580645161,0.0,1.647232177850654,120.00272976421411
20,0.11290322580645161,0.0014139155432421884,1.6727139300194729,120.00328764816786
21,0.11290322580645161,0.006563941876955248,1.7118712212668212,120.00390521917498
22,0.0,0.0,1.6720675997625216,120.00458817403239
23,0.0,0.00160834196543068,1.715236260741848,120.0053450624256
24,0.0,0.007950676689172154,1.675354396928228,120.0061871521681
25,0.0,0.006028191821911477,1.6363998473847485,120.00712628606772
26,0.0,0.0025872804355491193,1.6278791675188833,120.00817346478269
27,0.08064516129032258,0.007767351458945902,1.6387362165422201,120.00933796961765
28,0.08064516129032258,0.004972305573821688,1.6006330956425272,120.01062687536168
29,0.08064516129032258,0.0,1.5856907667564044,120.01204483959236
30,0.08064516129032258,9.95999308516125e-05,1.6522294239218787,120.01359540089751
31,0.08064516129032258,0.00418607826676101,1.6138125653340076,120.0152818273959
32,0.14516129032258063,0.0,1.6016267889758682,120.01710762159146
33,0.14516129032258063,0.004504426746519324,1.689641540066136,120.01907679687488
34,0.14516129032258063,0.0072332219050590145,1.7453229724768078,120.02119398984745
35,0.14516129032258063,0.0001390211882500922,1.7455015823266387,120.02346548939747
36,0.14516129032258063,0.0,1.8272829175688454,120.02589972155421
37,0.04838709677419355,0.002036451841912063,1.8631295376549035,120.02850736651456
38,0.04838709677419355,0.004768491148585119,1.8198089291833053,120.03130121624628
39,0.04838709677419355,0.0,1.7790646891182897,120.03429587623965
40,0.04838709677419355,0.005005976520252217,1.8036462257077674,120.03750582502065
41,0.04838709677419355,0.005226697488548386,1.7617086951249452,120.04094414286655
42,0.0,0.001923898174764725,1.7917090494674721,120.04462172694384
43,0.0,0.0057906282727039245,1.8640013094382752,120.04854687467386
44,0.0,0.006727214686510511,1.8228505717989285,120.05272511887097
45,0.0,0.006685674979054556,1.7804665108266973,120.05715844672247
46,0.0,0.0040326503193154496,1.7711502218549882,120.06184500052113
47,0.0,0.0013883255280064113,1.8050911188758654,120.066779112076
48,0.0,0.003430486393860588,1.7631199923191974,120.07195155274901
49,0.0,0.0,1.8009889507998516,120.0773499092018
50,0.0,0.0,1.8414546379500583,120.08295904010758
51,0.0,0.0,1.8289471105082455,120.08876155414855
52,0.0967741935483871,0.004425287595128255,1.8776468975947016,120.09473828053139
53,0.0967741935483871,0.006785766949460856,1.939969329716196,120.10086872275426
54,0.0967741935483871,0.00342486764258845,2.0001882531993496,120.10713147049348
55,0.0967741935483871,0.008266112381520287,2.0172112240115725,120.113506130086
56,0.0967741935483871,0.003892203459844793,1.9921796718461033,120.11997450591099
57,0.04838709677419355,0.0042187510470224916,1.9999023593447305,120.12652124386379
58,0.04838709677419355,0.007138396688514105,1.9534015737903092,120.13313409901808
59,0.04838709677419355,0.0005873059096158481,1.9079820025497143,120.1398039375396
60,0.04838709677419355,0.004110580901756034,1.8636185057381351,120.14652378728314
61,0.04838709677419355,0.007030497860580712,1.8900025424798266,120.1532881340872
62,0.0,0.004240807520580507,1.952960119775594,120.1600924091241
63,0.0,0.0,1.9615062039340487,120.16693261128012
64,0.0,0.0,2.04612258505701,120.17380502692474
65,0.0,0.005728018801156985,2.0598649115758745,120.1807052497406
66,0.0,0.0005096521291141907,2.0784321411807096,120.18762759992097
67,0.0,0.0,2.1425637739945067,120.19456484174354
68,0.0,0.0,2.101998314345526,120.20150810870925
69,0.0,0.002202568111458308,2.117881764667163,120.20844696029519
70,0.0,0.0,2.1793962945020393,120.21536954053543
71,0.0,0.00033341621623012496,2.195531714671296,120.22226278776868
72,0.04838709677419355,0.0018854910603054932,2.1444822476986625,120.229112660429
73,0.04838709677419355,0.0,2.09461975883287,120.23590437013122
74,0.04838709677419355,0.0,2.1361559008265845,120.24262262067042
75,0.04838709677419355,0.004241238297920592,2.0945160757702155,120.24925262497982
76,0.04838709677419355,0.0035182248712161248,2.045815376746294,120.25578074243411
77,0.0,0.0021450738043639777,1.9982470433856658,120.26219485209684
78,0.0,1.702435107737944e-05,1.9864840212550277,120.26848453710447
79,0.0,0.00015335370603582286,1.9402952325633986,120.27464113621295
80,0.0,0.0,1.9004330453909892,120.28065691452055
81,0.0,0.0068810468833592165,1.8859491138879987,120.28652452656948
82,0.0,0.00344800436926305,1.8420979154023933,120.29223669282713
83,0.0,0.0023961819878138024,1.7992663242828952,120.29778602525454
84,0.0,0.00030903890298810267,1.8242471335391073,120.30316496271736
85,0.0,0.0,1.8372567417819092,120.30836578099297
86,0.0,0.0013639217610900767,1.8283312243928391,120.31338063897061
87,0.11290322580645161,0.004997317151484999,1.7860879316302751,120.31820164697177
88,0.11290322580645161,0.001989141600052816,1.7469745936650432,120.32282094901579
89,0.11290322580645161,0.0,1.7063547651171849,120.32723081552284
90,0.11290322580645161,0.0,1.7750834746406654,120.33142556767707
91,0.11290322580645161,0.002553758412816217,1.7881299587487751,120.33540268381694
92,0.14516129032258063,0.00028636259261114556,1.7843026743612738,120.3391633009538
93,0.14516129032258063,0.0,1.7476835121334766,120.34271230413997
94,0.14516129032258063,0.001999294871569435,1.7070472001480534,120.34605814244935
95,0.14516129032258063,0.003827861520843295,1.6888429783147847,120.34921300090835
96,0.14516129032258063,0.002422518459017717,1.7283025710992128,120.35219264605227
97,0.0,0.003742556732315815,1.7194538475182486,120.35501606066883
98,0.0,0.0,1.6794739183679235,120.35770494638888
99,0.0,0.005058210400087283,1.6404235836566534,120.36028316982696
